Start Time: 23-04-2025 10:20:15
End Time: 25-04-2025 16:46:15
Data Number: 3267
Temperature ˚C (ºC) Max: 34.2 23-04-2025 11:36:15	 Min: 23.4 23-04-2025 10:20:15	 Avg: 30.09
Relative Humidity (%) Max: 47.3 23-04-2025 10:29:15	 Min: 19.3 23-04-2025 16:02:15	 Avg: 26.73
Air Pressure (hPa)  Max: 964 24-04-2025 09:01:15	 Min: 956 23-04-2025 17:28:15	 Avg: 962.11
Pause  Max: 0 23-04-2025 10:20:15	 Min: 0 23-04-2025 10:20:15	 Avg: 0.00
""
Record Time,Temperature ˚C (ºC),Relative Humidity (%),Air Pressure (hPa),Pause
"23-04-2025 12:02:15","33.7","22.5","961","0"
"23-04-2025 12:03:15","33.7","22.5","961","0"
"23-04-2025 12:04:15","33.7","22.5","961","0"
"23-04-2025 12:05:15","33.7","22.5","961","0"
"23-04-2025 12:06:15","33.7","22.5","961","0"
"23-04-2025 12:07:15","33.7","22.4","961","0"
"23-04-2025 12:08:15","33.7","22.4","961","0"
"23-04-2025 12:09:15","33.7","22.4","961","0"
"23-04-2025 12:10:15","33.7","22.4","961","0"
"23-04-2025 12:11:15","33.7","22.4","961","0"
"23-04-2025 12:12:15","33.7","22.4","961","0"
"23-04-2025 12:13:15","33.7","22.3","961","0"
"23-04-2025 12:14:15","33.7","22.3","961","0"
"23-04-2025 12:15:15","33.7","22.4","961","0"
"23-04-2025 12:16:15","33.7","22.3","961","0"
"23-04-2025 12:17:15","33.7","22.4","961","0"
"23-04-2025 12:18:15","33.7","22.4","961","0"
"23-04-2025 12:19:15","33.7","22.3","961","0"
"23-04-2025 12:20:15","33.7","22.3","961","0"
"23-04-2025 12:21:15","33.7","22.3","961","0"
"23-04-2025 12:22:15","33.7","22.4","961","0"
"23-04-2025 12:23:15","33.7","22.7","961","0"
"23-04-2025 12:24:15","33.7","23.0","961","0"
"23-04-2025 12:25:15","33.7","23.0","961","0"
"23-04-2025 12:26:15","33.7","23.1","961","0"
"23-04-2025 12:27:15","33.7","23.1","961","0"
"23-04-2025 12:28:15","33.7","22.8","961","0"
"23-04-2025 12:29:15","33.7","22.8","961","0"
"23-04-2025 12:30:15","33.7","22.8","961","0"
"23-04-2025 12:31:15","33.7","22.8","961","0"
"23-04-2025 12:32:15","33.7","22.8","961","0"
"23-04-2025 12:33:15","33.7","22.9","961","0"
"23-04-2025 12:34:15","33.7","22.9","961","0"
"23-04-2025 12:35:15","33.7","23.1","961","0"
"23-04-2025 12:36:15","33.7","23.1","961","0"
"23-04-2025 12:37:15","33.7","23.2","961","0"
"23-04-2025 12:38:15","33.7","23.2","961","0"
"23-04-2025 12:39:15","33.7","23.0","961","0"
"23-04-2025 12:40:15","33.7","23.0","961","0"
"23-04-2025 12:41:15","33.7","23.0","961","0"
"23-04-2025 12:42:15","33.7","23.1","961","0"
"23-04-2025 12:43:15","33.7","23.2","961","0"
"23-04-2025 12:44:15","33.7","23.2","961","0"
"23-04-2025 12:45:15","33.7","23.2","961","0"
"23-04-2025 12:46:15","33.7","23.1","961","0"
"23-04-2025 12:47:15","33.8","23.2","961","0"
"23-04-2025 12:48:15","33.8","23.0","961","0"
"23-04-2025 12:49:15","33.8","23.4","961","0"
"23-04-2025 12:50:15","33.8","23.3","961","0"
"23-04-2025 12:51:15","33.8","23.3","961","0"
"23-04-2025 12:52:15","33.8","23.2","961","0"
"23-04-2025 12:53:15","33.8","23.2","961","0"
"23-04-2025 12:54:15","33.8","23.3","961","0"
"23-04-2025 12:55:15","33.8","23.2","961","0"
"23-04-2025 12:56:15","33.8","23.3","961","0"
"23-04-2025 12:57:15","33.8","23.3","961","0"
"23-04-2025 12:58:15","33.8","23.3","961","0"
"23-04-2025 12:59:15","33.8","23.2","961","0"
"23-04-2025 13:00:15","33.8","23.2","960","0"
"23-04-2025 13:01:15","33.8","23.2","961","0"
"23-04-2025 13:02:15","33.8","23.1","960","0"
"23-04-2025 13:03:15","33.8","23.1","961","0"
"23-04-2025 13:04:15","33.8","23.1","960","0"
"23-04-2025 13:05:15","33.8","23.2","960","0"
"23-04-2025 13:06:15","33.8","23.2","960","0"
"23-04-2025 13:07:15","33.8","23.2","961","0"
"23-04-2025 13:08:15","33.8","23.2","960","0"
"23-04-2025 13:09:15","33.8","23.7","960","0"
"23-04-2025 13:10:15","33.8","23.5","960","0"
"23-04-2025 13:11:15","33.8","23.6","960","0"
"23-04-2025 13:12:15","33.8","23.7","960","0"
"23-04-2025 13:13:15","33.8","23.6","960","0"
"23-04-2025 13:14:15","33.8","23.4","960","0"
"23-04-2025 13:15:15","33.8","23.2","960","0"
"23-04-2025 13:16:15","33.9","23.1","960","0"
"23-04-2025 13:17:15","33.9","23.0","960","0"
"23-04-2025 13:18:15","33.9","22.9","960","0"
"23-04-2025 13:19:15","34.0","22.8","960","0"
"23-04-2025 13:20:15","34.0","22.8","960","0"
"23-04-2025 13:21:15","34.0","22.7","960","0"
"23-04-2025 13:22:15","34.0","23.0","960","0"
"23-04-2025 13:23:15","34.0","23.3","960","0"
"23-04-2025 13:24:15","34.0","23.0","960","0"
"23-04-2025 13:25:15","34.0","22.9","960","0"
"23-04-2025 13:26:15","34.0","22.8","960","0"
"23-04-2025 13:27:15","34.0","22.8","960","0"
"23-04-2025 13:28:15","34.0","22.8","960","0"
"23-04-2025 13:29:15","34.0","22.7","960","0"
"23-04-2025 13:30:15","34.0","22.7","960","0"
"23-04-2025 13:31:15","34.0","22.7","960","0"
"23-04-2025 13:32:15","34.0","22.7","960","0"
"23-04-2025 13:33:15","34.0","22.6","960","0"
"23-04-2025 13:34:15","34.0","22.5","960","0"
"23-04-2025 13:35:15","34.0","22.5","960","0"
"23-04-2025 13:36:15","34.0","22.5","960","0"
"23-04-2025 13:37:15","34.0","22.4","960","0"
"23-04-2025 13:38:15","34.0","22.4","960","0"
"23-04-2025 13:39:15","34.0","22.3","960","0"
"23-04-2025 13:40:15","34.0","22.3","960","0"
"23-04-2025 13:41:15","34.0","22.2","960","0"
"23-04-2025 13:42:15","34.0","22.2","960","0"
"23-04-2025 13:43:15","34.0","22.2","960","0"
"23-04-2025 13:44:15","34.0","22.2","960","0"
"23-04-2025 13:45:15","34.0","22.2","960","0"
"23-04-2025 13:46:15","34.0","22.1","960","0"
"23-04-2025 13:47:15","34.0","22.1","960","0"
"23-04-2025 13:48:15","34.0","22.1","960","0"
"23-04-2025 13:49:15","34.0","22.0","960","0"
"23-04-2025 13:50:15","34.0","22.0","960","0"
"23-04-2025 13:51:15","33.9","22.0","960","0"
"23-04-2025 13:52:15","33.9","22.0","960","0"
"23-04-2025 13:53:15","33.9","21.9","960","0"
"23-04-2025 13:54:15","33.9","21.9","960","0"
"23-04-2025 13:55:15","33.9","21.9","959","0"
"23-04-2025 13:56:15","33.9","21.8","960","0"
"23-04-2025 13:57:15","33.9","21.8","960","0"
"23-04-2025 13:58:15","33.9","21.8","960","0"
"23-04-2025 13:59:15","33.9","21.8","959","0"
"23-04-2025 14:00:15","33.9","21.8","960","0"
"23-04-2025 14:01:15","33.9","21.8","959","0"
"23-04-2025 14:02:15","33.9","21.8","960","0"
"23-04-2025 14:03:15","33.9","21.8","960","0"
"23-04-2025 14:04:15","33.9","21.7","960","0"
"23-04-2025 14:05:15","33.9","21.6","960","0"
"23-04-2025 14:06:15","33.9","21.6","959","0"
"23-04-2025 14:07:15","33.9","21.5","960","0"
"23-04-2025 14:08:15","33.9","21.4","960","0"
"23-04-2025 14:09:15","33.9","21.2","960","0"
"23-04-2025 14:10:15","33.9","21.1","959","0"
"23-04-2025 14:11:15","33.9","21.1","960","0"
"23-04-2025 14:12:15","33.9","20.9","960","0"
"23-04-2025 14:13:15","33.9","20.9","960","0"
"23-04-2025 14:14:15","33.9","20.7","960","0"
"23-04-2025 14:15:15","33.8","20.9","960","0"
"23-04-2025 14:16:15","33.8","20.8","959","0"
"23-04-2025 14:17:15","33.8","20.9","959","0"
"23-04-2025 14:18:15","33.8","20.9","959","0"
"23-04-2025 14:19:15","33.8","21.0","959","0"
"23-04-2025 14:20:15","33.8","20.8","959","0"
"23-04-2025 14:21:15","33.8","20.9","959","0"
"23-04-2025 14:22:15","33.8","21.0","959","0"
"23-04-2025 14:23:15","33.8","20.9","959","0"
"23-04-2025 14:24:15","33.8","21.3","959","0"
"23-04-2025 14:25:15","33.8","21.1","959","0"
"23-04-2025 14:26:15","33.8","21.1","959","0"
"23-04-2025 14:27:15","33.8","21.1","959","0"
"23-04-2025 14:28:15","33.8","21.1","959","0"
"23-04-2025 14:29:15","33.8","21.1","959","0"
"23-04-2025 14:30:15","33.8","21.1","959","0"
"23-04-2025 14:31:15","33.8","21.1","959","0"
"23-04-2025 14:32:15","33.8","21.3","959","0"
"23-04-2025 14:33:15","33.8","21.3","959","0"
"23-04-2025 14:34:15","33.8","21.2","959","0"
"23-04-2025 14:35:15","33.8","21.3","959","0"
"23-04-2025 14:36:15","33.8","21.5","959","0"
"23-04-2025 14:37:15","33.8","21.4","959","0"
"23-04-2025 14:38:15","33.8","21.4","959","0"
"23-04-2025 14:39:15","33.8","21.3","959","0"
"23-04-2025 14:40:15","33.8","21.1","959","0"
"23-04-2025 14:41:15","33.8","21.1","959","0"
"23-04-2025 14:42:15","33.8","21.0","959","0"
"23-04-2025 14:43:15","33.7","21.1","959","0"
"23-04-2025 14:44:15","33.7","21.0","959","0"
"23-04-2025 14:45:15","33.7","21.0","959","0"
"23-04-2025 14:46:15","33.7","21.1","959","0"
"23-04-2025 14:47:15","33.7","20.9","959","0"
"23-04-2025 14:48:15","33.7","20.9","959","0"
"23-04-2025 14:49:15","33.7","20.9","959","0"
"23-04-2025 14:50:15","33.7","20.9","959","0"
"23-04-2025 14:51:15","33.6","21.0","959","0"
"23-04-2025 14:52:15","33.6","20.9","959","0"
"23-04-2025 14:53:15","33.6","20.9","959","0"
"23-04-2025 14:54:15","33.6","21.0","959","0"
"23-04-2025 14:55:15","33.6","21.3","959","0"
"23-04-2025 14:56:15","33.6","21.7","959","0"
"23-04-2025 14:57:15","33.5","21.6","959","0"
"23-04-2025 14:58:15","33.5","21.5","959","0"
"23-04-2025 14:59:15","33.4","21.5","959","0"
"23-04-2025 15:00:15","33.4","21.4","959","0"
"23-04-2025 15:01:15","33.3","21.4","959","0"
"23-04-2025 15:02:15","33.3","21.3","959","0"
"23-04-2025 15:03:15","33.3","21.4","959","0"
"23-04-2025 15:04:15","33.3","21.6","959","0"
"23-04-2025 15:05:15","33.3","21.6","959","0"
"23-04-2025 15:06:15","33.3","21.4","959","0"
"23-04-2025 15:07:15","33.3","21.3","959","0"
"23-04-2025 15:08:15","33.4","21.2","958","0"
"23-04-2025 15:09:15","33.4","21.1","959","0"
"23-04-2025 15:10:15","33.4","21.0","958","0"
"23-04-2025 15:11:15","33.3","20.9","958","0"
"23-04-2025 15:12:15","33.3","20.9","959","0"
"23-04-2025 15:13:15","33.3","20.8","958","0"
"23-04-2025 15:14:15","33.3","20.8","958","0"
"23-04-2025 15:15:15","33.3","20.8","959","0"
"23-04-2025 15:16:15","33.3","20.8","958","0"
"23-04-2025 15:17:15","33.3","20.7","958","0"
"23-04-2025 15:18:15","33.3","20.6","958","0"
"23-04-2025 15:19:15","33.3","20.5","958","0"
"23-04-2025 15:20:15","33.3","20.5","958","0"
"23-04-2025 15:21:15","33.3","20.5","958","0"
"23-04-2025 15:22:15","33.4","20.5","958","0"
"23-04-2025 15:23:15","33.4","20.4","958","0"
"23-04-2025 15:24:15","33.4","20.4","958","0"
"23-04-2025 15:25:15","33.4","20.4","958","0"
"23-04-2025 15:26:15","33.4","20.3","958","0"
"23-04-2025 15:27:15","33.4","20.3","958","0"
"23-04-2025 15:28:15","33.4","20.3","958","0"
"23-04-2025 15:29:15","33.5","20.1","958","0"
"23-04-2025 15:30:15","33.5","20.1","958","0"
"23-04-2025 15:31:15","33.5","20.1","958","0"
"23-04-2025 15:32:15","33.5","20.0","958","0"
"23-04-2025 15:33:15","33.5","20.0","958","0"
"23-04-2025 15:34:15","33.5","20.0","958","0"
"23-04-2025 15:35:15","33.5","20.0","958","0"
"23-04-2025 15:36:15","33.5","20.0","958","0"
"23-04-2025 15:37:15","33.5","20.0","958","0"
"23-04-2025 15:38:15","33.5","19.9","958","0"
"23-04-2025 15:39:15","33.5","20.0","958","0"
"23-04-2025 15:40:15","33.5","20.0","958","0"
"23-04-2025 15:41:15","33.5","20.0","958","0"
"23-04-2025 15:42:15","33.5","19.9","958","0"
"23-04-2025 15:43:15","33.5","19.8","958","0"
"23-04-2025 15:44:15","33.5","19.7","958","0"
"23-04-2025 15:45:15","33.5","19.7","958","0"
"23-04-2025 15:46:15","33.5","19.6","958","0"
"23-04-2025 15:47:15","33.5","19.6","958","0"
"23-04-2025 15:48:15","33.5","19.5","958","0"
"23-04-2025 15:49:15","33.5","19.5","958","0"
"23-04-2025 15:50:15","33.5","19.5","958","0"
"23-04-2025 15:51:15","33.5","19.4","958","0"
"23-04-2025 15:52:15","33.5","19.4","957","0"
"23-04-2025 15:53:15","33.5","19.5","958","0"
"23-04-2025 15:54:15","33.5","19.4","958","0"
"23-04-2025 15:55:15","33.5","19.5","958","0"
"23-04-2025 15:56:15","33.5","19.5","957","0"
"23-04-2025 15:57:15","33.5","19.4","958","0"
"23-04-2025 15:58:15","33.5","19.4","957","0"
"23-04-2025 15:59:15","33.5","19.4","958","0"
"23-04-2025 16:00:15","33.5","19.4","957","0"
"23-04-2025 16:01:15","33.5","19.4","957","0"
"23-04-2025 16:02:15","33.5","19.3","957","0"
"23-04-2025 16:03:15","33.5","19.3","957","0"
"23-04-2025 16:04:15","33.4","19.3","958","0"
"23-04-2025 16:05:15","33.4","19.4","957","0"
"23-04-2025 16:06:15","33.4","19.3","957","0"
"23-04-2025 16:07:15","33.4","19.3","957","0"
"23-04-2025 16:08:15","33.4","19.3","957","0"
"23-04-2025 16:09:15","33.4","19.3","957","0"
"23-04-2025 16:10:15","33.4","19.3","957","0"
"23-04-2025 16:11:15","33.4","19.4","957","0"
"23-04-2025 16:12:15","33.4","19.4","957","0"
"23-04-2025 16:13:15","33.3","19.5","957","0"
"23-04-2025 16:14:15","33.3","19.5","957","0"
"23-04-2025 16:15:15","33.3","19.5","957","0"
"23-04-2025 16:16:15","33.3","19.5","957","0"
"23-04-2025 16:17:15","33.3","19.5","957","0"
"23-04-2025 16:18:15","33.3","19.5","957","0"
"23-04-2025 16:19:15","33.3","19.5","957","0"
"23-04-2025 16:20:15","33.3","19.5","957","0"
"23-04-2025 16:21:15","33.3","19.5","957","0"
"23-04-2025 16:22:15","33.3","19.5","957","0"
"23-04-2025 16:23:15","33.3","19.4","957","0"
"23-04-2025 16:24:15","33.3","19.4","957","0"
"23-04-2025 16:25:15","33.3","19.4","957","0"
"23-04-2025 16:26:15","33.3","19.4","957","0"
"23-04-2025 16:27:15","33.3","19.4","957","0"
"23-04-2025 16:28:15","33.3","19.5","957","0"
"23-04-2025 16:29:15","33.3","19.5","957","0"
"23-04-2025 16:30:15","33.3","19.4","957","0"
"23-04-2025 16:31:15","33.3","19.4","957","0"
"23-04-2025 16:32:15","33.3","19.5","957","0"
"23-04-2025 16:33:15","33.3","19.6","957","0"
"23-04-2025 16:34:15","33.3","19.6","957","0"
"23-04-2025 16:35:15","33.3","19.7","957","0"
"23-04-2025 16:36:15","33.3","19.9","957","0"
"23-04-2025 16:37:15","33.3","19.9","957","0"
"23-04-2025 16:38:15","33.3","19.9","957","0"
"23-04-2025 16:39:15","33.3","19.9","957","0"
"23-04-2025 16:40:15","33.3","20.1","957","0"
"23-04-2025 16:41:15","33.3","20.1","957","0"
"23-04-2025 16:42:15","33.2","20.1","957","0"
"23-04-2025 16:43:15","33.2","20.5","957","0"
"23-04-2025 16:44:15","33.1","20.6","957","0"
"23-04-2025 16:45:15","33.1","20.4","957","0"
"23-04-2025 16:46:15","33.1","20.6","957","0"
"23-04-2025 16:47:15","33.1","20.6","957","0"
"23-04-2025 16:48:15","33.1","20.5","957","0"
"23-04-2025 16:49:15","33.1","20.5","957","0"
"23-04-2025 16:50:15","33.1","20.5","957","0"
"23-04-2025 16:51:15","33.1","20.5","957","0"
"23-04-2025 16:52:15","33.1","20.4","957","0"
"23-04-2025 16:53:15","33.1","20.5","957","0"
"23-04-2025 16:54:15","33.1","20.6","957","0"
"23-04-2025 16:55:15","33.2","20.5","957","0"
"23-04-2025 16:56:15","33.2","20.4","957","0"
"23-04-2025 16:57:15","33.2","20.5","957","0"
"23-04-2025 16:58:15","33.3","20.3","957","0"
"23-04-2025 16:59:15","33.3","20.3","957","0"
"23-04-2025 17:00:15","33.4","20.0","957","0"
"23-04-2025 17:01:15","33.4","20.0","957","0"
"23-04-2025 17:02:15","33.5","19.9","957","0"
"23-04-2025 17:03:15","33.5","19.8","957","0"
"23-04-2025 17:04:15","33.6","19.8","957","0"
"23-04-2025 17:05:15","33.6","19.7","957","0"
"23-04-2025 17:06:15","33.7","19.6","957","0"
"23-04-2025 17:07:15","33.7","19.5","957","0"
"23-04-2025 17:08:15","33.7","19.4","957","0"
"23-04-2025 17:09:15","33.8","19.4","957","0"
"23-04-2025 17:10:15","33.8","19.4","957","0"
"23-04-2025 17:11:15","33.8","19.4","957","0"
"23-04-2025 17:12:15","33.9","19.7","957","0"
"23-04-2025 17:13:15","34.0","19.5","957","0"
"23-04-2025 17:14:15","34.0","19.6","957","0"
"23-04-2025 17:15:15","34.0","19.5","957","0"
"23-04-2025 17:16:15","33.9","19.6","957","0"
"23-04-2025 17:17:15","33.9","19.7","957","0"
"23-04-2025 17:18:15","33.8","19.8","957","0"
"23-04-2025 17:19:15","33.7","19.9","957","0"
"23-04-2025 17:20:15","33.5","20.0","957","0"
"23-04-2025 17:21:15","33.4","20.1","957","0"
"23-04-2025 17:22:15","33.3","20.2","957","0"
"23-04-2025 17:23:15","33.1","20.3","957","0"
"23-04-2025 17:24:15","33.0","20.4","957","0"
"23-04-2025 17:25:15","32.9","20.5","957","0"
"23-04-2025 17:26:15","32.7","20.6","957","0"
"23-04-2025 17:27:15","32.6","20.8","957","0"
"23-04-2025 17:28:15","32.4","20.9","956","0"
"23-04-2025 17:29:15","32.3","21.0","957","0"
"23-04-2025 17:30:15","32.2","21.1","956","0"
"23-04-2025 17:31:15","32.1","21.3","956","0"
"23-04-2025 17:32:15","32.1","21.3","956","0"
"23-04-2025 17:33:15","32.0","21.4","956","0"
"23-04-2025 17:34:15","31.8","21.5","956","0"
"23-04-2025 17:35:15","31.7","21.7","956","0"
"23-04-2025 17:36:15","31.6","21.8","956","0"
"23-04-2025 17:37:15","31.5","21.9","956","0"
"23-04-2025 17:38:15","31.4","22.0","956","0"
"23-04-2025 17:39:15","31.3","22.2","956","0"
"23-04-2025 17:40:15","31.2","22.3","956","0"
"23-04-2025 17:41:15","31.1","22.4","956","0"
"23-04-2025 17:42:15","31.0","22.5","956","0"
"23-04-2025 17:43:15","31.0","22.6","956","0"
"23-04-2025 17:44:15","30.9","22.6","956","0"
"23-04-2025 17:45:15","30.8","22.7","956","0"
"23-04-2025 17:46:15","30.7","22.9","956","0"
"23-04-2025 17:47:15","30.6","23.0","956","0"
"23-04-2025 17:48:15","30.6","23.1","956","0"
"23-04-2025 17:49:15","30.5","23.2","956","0"
"23-04-2025 17:50:15","30.4","23.4","956","0"
"23-04-2025 17:51:15","30.4","23.4","956","0"
"23-04-2025 17:52:15","30.3","23.5","956","0"
"23-04-2025 17:53:15","30.2","23.6","956","0"
"23-04-2025 17:54:15","30.2","23.8","956","0"
"23-04-2025 17:55:15","30.1","23.8","956","0"
"23-04-2025 17:56:15","30.1","23.9","956","0"
"23-04-2025 17:57:15","30.0","24.0","956","0"
"23-04-2025 17:58:15","30.0","24.1","956","0"
"23-04-2025 17:59:15","29.9","24.1","956","0"
"23-04-2025 18:00:15","29.9","24.2","956","0"
"23-04-2025 18:01:15","29.8","24.2","956","0"
"23-04-2025 18:02:15","29.8","24.3","956","0"
"23-04-2025 18:03:15","29.7","24.3","956","0"
"23-04-2025 18:04:15","29.7","24.4","956","0"
"23-04-2025 18:05:15","29.7","24.5","956","0"
"23-04-2025 18:06:15","29.6","24.5","956","0"
"23-04-2025 18:07:15","29.6","24.6","956","0"
"23-04-2025 18:08:15","29.5","24.6","957","0"
"23-04-2025 18:09:15","29.5","24.8","957","0"
"23-04-2025 18:10:15","29.5","24.8","956","0"
"23-04-2025 18:11:15","29.4","24.9","956","0"
"23-04-2025 18:12:15","29.4","24.9","957","0"
"23-04-2025 18:13:15","29.4","25.0","957","0"
"23-04-2025 18:14:15","29.3","25.1","956","0"
"23-04-2025 18:15:15","29.3","25.1","957","0"
"23-04-2025 18:16:15","29.3","25.3","957","0"
"23-04-2025 18:17:15","29.2","25.4","957","0"
"23-04-2025 18:18:15","29.2","25.5","956","0"
"23-04-2025 18:19:15","29.2","25.5","956","0"
"23-04-2025 18:20:15","29.2","25.6","957","0"
"23-04-2025 18:21:15","29.2","25.7","956","0"
"23-04-2025 18:22:15","29.1","25.8","957","0"
"23-04-2025 18:23:15","29.1","25.9","957","0"
"23-04-2025 18:24:15","29.1","26.0","957","0"
"23-04-2025 18:25:15","29.0","26.0","956","0"
"23-04-2025 18:26:15","29.0","26.1","956","0"
"23-04-2025 18:27:15","29.0","26.2","957","0"
"23-04-2025 18:28:15","29.0","26.3","957","0"
"23-04-2025 18:29:15","29.0","26.4","957","0"
"23-04-2025 18:30:15","28.9","26.5","957","0"
"23-04-2025 18:31:15","28.9","26.5","957","0"
"23-04-2025 18:32:15","28.9","26.6","957","0"
